ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
JEQ|abrdn Japan Equity Fund, Inc. Common Stock|N|JEQ|N|100.0|N|JEQ
JFR|Nuveen Floating Rate Income Fund Common Stock|N|JFR|N|100.0|N|JFR
JGH|Nuveen Global High Income Fund Common Shares of Beneficial Interest|N|JGH|N|100.0|N|JGH
JHG|Janus Henderson Group plc Ordinary Shares|N|JHG|N|100.0|N|JHG
JHI|John Hancock Investors Trust Common Stock|N|JHI|N|100.0|N|JHI
JHS|John Hancock Income Securities Trust Common Stock|N|JHS|N|100.0|N|JHS
JHX|James Hardie Industries plc American Depositary Shares (Ireland)|N|JHX|N|100.0|N|JHX
JILL|J. Jill, Inc. Common Stock|N|JILL|N|100.0|N|JILL
JKS|JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares)|N|JKS|N|100.0|N|JKS
JLL|Jones Lang LaSalle Incorporated Common Stock|N|JLL|N|100.0|N|JLL
JLS|Nuveen Mortgage and Income Fund|N|JLS|N|100.0|N|JLS
JMIA|Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares|N|JMIA|N|100.0|N|JMIA
JMM|Nuveen Multi-Market Income Fund (MA)|N|JMM|N|100.0|N|JMM
JNJ|Johnson & Johnson Common Stock|N|JNJ|N|100.0|N|JNJ
JNPR|Juniper Networks, Inc. Common Stock|N|JNPR|N|100.0|N|JNPR
JOB|GEE Group Inc. Common Stock|A|JOB|N|100.0|N|JOB
JOBY|Joby Aviation, Inc. Common Stock|N|JOBY|N|100.0|N|JOBY
JOE|St. Joe Company (The) Common Stock|N|JOE|N|100.0|N|JOE
JOF|Japan Smaller Capitalization Fund Inc Common Stock|N|JOF|N|100.0|N|JOF
JPC|Nuveen Preferred & Income Opportunities Fund|N|JPC|N|100.0|N|JPC
JPI|Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest|N|JPI|N|100.0|N|JPI
JPM|JP Morgan Chase & Co. Common Stock|N|JPM|N|100.0|N|JPM
JQC|Nuveen Credit Strategies Income Fund Shares of Beneficial Interest|N|JQC|N|100.0|N|JQC
JRI|Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest|N|JRI|N|100.0|N|JRI
JRS|Nuveen Real Estate Income Fund Common Shares of Beneficial Interest|N|JRS|N|100.0|N|JRS
JWN|Nordstrom, Inc. Common Stock|N|JWN|N|100.0|N|JWN
JWSM|Jaws Mustang Acquisition Corp. Class A Ordinary Shares|A|JWSM|N|100.0|N|JWSM
JXN|Jackson Financial Inc. Class A Common Stock |N|JXN|N|100.0|N|JXN
K|Kellanova Common Stock|N|K|N|100.0|N|K
KAI|Kadant Inc Common Stock|N|KAI|N|100.0|N|KAI
KAR|OPENLANE, Inc. Common Stock|N|KAR|N|100.0|N|KAR
KB|KB Financial Group Inc|N|KB|N|100.0|N|KB
KBDC|Kayne Anderson BDC, Inc. Common Stock|N|KBDC|N|100.0|N|KBDC
KBH|KB Home Common Stock|N|KBH|N|100.0|N|KBH
KBR|KBR, Inc. Common Stock|N|KBR|N|100.0|N|KBR
KCGI|Kensington Capital Acquisition Corp. V Class A Ordinary Shares|N|KCGI|N|100.0|N|KCGI
KD|Kyndryl Holdings, Inc. Common Stock|N|KD|N|100.0|N|KD
KEN|Kenon Holdings Ltd. Ordinary Shares|N|KEN|N|100.0|N|KEN
KEP|Korea Electric Power Corporation Common Stock|N|KEP|N|100.0|N|KEP
KEX|Kirby Corporation Common Stock|N|KEX|N|100.0|N|KEX
KEY|KeyCorp Common Stock|N|KEY|N|100.0|N|KEY
KEYS|Keysight Technologies Inc. Common Stock|N|KEYS|N|100.0|N|KEYS
KF|Korea Fund, Inc. (The) New Common Stock|N|KF|N|100.0|N|KF
KFRC|Kforce, Inc. Common Stock|N|KFRC|N|100.0|N|KFRC
KFS|Kingsway Financial Services, Inc. Common Stock (DE)|N|KFS|N|100.0|N|KFS
KFY|Korn Ferry Common Stock|N|KFY|N|100.0|N|KFY
KGC|Kinross Gold Corporation Common Stock|N|KGC|N|100.0|N|KGC
KGS|Kodiak Gas Services, Inc. Common Stock|N|KGS|N|100.0|N|KGS
KIM|Kimco Realty Corporation (HC) Common Stock|N|KIM|N|100.0|N|KIM
KIND|Nextdoor Holdings, Inc. Class A Common Stock|N|KIND|N|100.0|N|KIND
KIO|KKR Income Opportunities Fund Common Shares|N|KIO|N|100.0|N|KIO
KKR|KKR & Co. Inc. Common Stock|N|KKR|N|100.0|N|KKR
KKRS|KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061|N|KKRS|N|100.0|N|KKRS
KLG|WK Kellogg Co Common Stock|N|KLG|N|100.0|N|KLG
KMB|Kimberly-Clark Corporation Common Stock|N|KMB|N|100.0|N|KMB
KMI|Kinder Morgan, Inc. Common Stock|N|KMI|N|100.0|N|KMI
KMPB|Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062|N|KMPB|N|100.0|N|KMPB
KMPR|Kemper Corporation|N|KMPR|N|100.0|N|KMPR
KMT|Kennametal Inc. Common Stock|N|KMT|N|100.0|N|KMT
KMX|CarMax Inc|N|KMX|N|100.0|N|KMX
KN|Knowles Corporation Common Stock|N|KN|N|100.0|N|KN
KNF|Knife Riv Holding Co. Common Stock|N|KNF|N|100.0|N|KNF
KNOP|KNOT Offshore Partners LP Common Units representing Limited Partner Interests|N|KNOP|N|100.0|N|KNOP
KNSL|Kinsale Capital Group, Inc. Common Stock|N|KNSL|N|100.0|N|KNSL
KNTK|Kinetik Holdings Inc. Class A Common Stock|N|KNTK|N|100.0|N|KNTK
KNW|Know Labs, Inc. Common Stock|A|KNW|N|100.0|N|KNW
KNX|Knight-Swift Transportation Holdings Inc.|N|KNX|N|100.0|N|KNX
KO|Coca-Cola Company (The) Common Stock|N|KO|N|100.0|N|KO
KODK|Eastman Kodak Company Common New|N|KODK|N|100.0|N|KODK
KOF|Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)|N|KOF|N|100.0|N|KOF
KOP|Koppers Holdings Inc. Common Stock|N|KOP|N|100.0|N|KOP
KORE|KORE Group Holdings, Inc. Common Stock|N|KORE|N|100.0|N|KORE
KOS|Kosmos Energy Ltd. Common Shares (DE)|N|KOS|N|100.0|N|KOS
KR|Kroger Company (The) Common Stock|N|KR|N|100.0|N|KR
KRC|Kilroy Realty Corporation Common Stock|N|KRC|N|100.0|N|KRC
KREF|KKR Real Estate Finance Trust Inc. Common Stock|N|KREF|N|100.0|N|KREF
KRG|Kite Realty Group Trust Common Stock|N|KRG|N|100.0|N|KRG
KRO|Kronos Worldwide Inc Common Stock|N|KRO|N|100.0|N|KRO
KRP|Kimbell Royalty Partners Common Units Representing Limited Partner Interests|N|KRP|N|100.0|N|KRP
KSM|DWS Strategic Municipal Income Trust|N|KSM|N|100.0|N|KSM
KSS|Kohl's Corporation Common Stock|N|KSS|N|100.0|N|KSS
KT|KT Corporation Common Stock|N|KT|N|100.0|N|KT
KTB|Kontoor Brands, Inc. Common Stock |N|KTB|N|100.0|N|KTB
KTF|DWS Municipal Income Trust|N|KTF|N|100.0|N|KTF
KTH|Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock|N|KTH|N|100.0|N|KTH
KTN|Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS)|N|KTN|N|100.0|N|KTN
KUKE|Kuke Music Holding Limited American Depositary Shares, each representing one Ordinary Share|N|KUKE|N|100.0|N|KUKE
KULR|KULR Technology Group, Inc. Common Stock|A|KULR|N|100.0|N|KULR
KVUE|Kenvue Inc. Common Stock|N|KVUE|N|100.0|N|KVUE
KVYO|Klaviyo, Inc. Series A Common Stock|N|KVYO|N|100.0|N|KVYO
KW|Kennedy-Wilson Holdings Inc. Common Stock|N|KW|N|100.0|N|KW
KWR|Quaker Houghton Common Stock|N|KWR|N|100.0|N|KWR
KYN|Kayne Anderson Energy Infrastructure Fund, Inc.|N|KYN|N|100.0|N|KYN
L|Loews Corporation Common Stock|N|L|N|100.0|N|L
LAAC|Lithium Americas (Argentina) Corp. Common Shares|N|LAAC|N|100.0|N|LAAC
LAC|Lithium Americas Corp. Common Shares|N|LAC|N|100.0|N|LAC
LAD|Lithia Motors, Inc. Common Stock|N|LAD|N|100.0|N|LAD
LADR|Ladder Capital Corp Class A Common Stock|N|LADR|N|100.0|N|LADR
LANV|Lanvin Group Holdings Limited Ordinary Shares|N|LANV|N|100.0|N|LANV
LAW|CS Disco, Inc. Common Stock|N|LAW|N|100.0|N|LAW
LAZ|Lazard, Inc. Common Stock|N|LAZ|N|100.0|N|LAZ
LBRT|Liberty Energy Inc. Class A common stock|N|LBRT|N|100.0|N|LBRT
LC|LendingClub Corporation Common Stock|N|LC|N|100.0|N|LC
LCII|LCI Industries|N|LCII|N|100.0|N|LCII
LCTX|Lineage Cell Therapeutics, Inc. Common Stock|A|LCTX|N|100.0|N|LCTX
LCW|Learn CW Investment Corporation Class A Ordinary Shares|N|LCW|N|100.0|N|LCW
LDI|loanDepot, Inc. Class A Common Stock|N|LDI|N|100.0|N|LDI
LDOS|Leidos Holdings, Inc. Common Stock|N|LDOS|N|100.0|N|LDOS
LDP|Cohen & Steers Limited Duration Preferred and Income Fund, Inc.|N|LDP|N|100.0|N|LDP
LEA|Lear Corporation Common Stock|N|LEA|N|100.0|N|LEA
LEG|Leggett & Platt, Incorporated Common Stock|N|LEG|N|100.0|N|LEG
LEGT|Legato Merger Corp. III Ordinary Shares|A|LEGT|N|100.0|N|LEGT
LEN|Lennar Corporation Class A Common Stock|N|LEN|N|100.0|N|LEN
LEN.B|Lennar Corporation Class B|N|LEN.B|N|100.0|N|LEN.B
LEO|BNY Mellon Strategic Municipals, Inc. Common Stock|N|LEO|N|100.0|N|LEO
LEU|Centrus Energy Corp. Class A Common Stock|A|LEU|N|100.0|N|LEU
LEV|The Lion Electric Company Common Shares|N|LEV|N|100.0|N|LEV
LEVI|Levi Strauss & Co Class A Common Stock|N|LEVI|N|100.0|N|LEVI
LFT|Lument Finance Trust, Inc. Common Stock|N|LFT|N|100.0|N|LFT
LGF.A|Lions Gate Entertainment Corporation Class A Voting Shares|N|LGF.A|N|100.0|N|LGF.A
LGF.B|Lions Gate Entertainment Corporation Class B Non-Voting Shares|N|LGF.B|N|100.0|N|LGF.B
LGI|Lazard Global Total Return and Income Fund Common Stock|N|LGI|N|100.0|N|LGI
LGL|LGL Group, Inc. (The) Common Stock|A|LGL|N|100.0|N|LGL
LH|Labcorp Holdings Inc. Common Stock|N|LH|N|100.0|N|LH
LHX|L3Harris Technologies, Inc. Common Stock|N|LHX|N|100.0|N|LHX
LICY|Li-Cycle Holdings Corp. Common Shares|N|LICY|N|100.0|N|LICY
LII|Lennox International, Inc. Common Stock|N|LII|N|100.0|N|LII
LITB|LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares|N|LITB|N|100.0|N|LITB
LL|LL Flooring Holdings, Inc. Common Stock|N|LL|N|100.0|N|LL
LLAP|Terran Orbital Corporation Common Stock|N|LLAP|N|100.0|N|LLAP
LLY|Eli Lilly and Company Common Stock|N|LLY|N|100.0|N|LLY
LMND|Lemonade, Inc. Common Stock|N|LMND|N|100.0|N|LMND
LMT|Lockheed Martin Corporation Common Stock|N|LMT|N|100.0|N|LMT
LNC|Lincoln National Corporation Common Stock|N|LNC|N|100.0|N|LNC
LND|Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)|N|LND|N|100.0|N|LND
LNG|Cheniere Energy, Inc. Common Stock|N|LNG|N|100.0|N|LNG
LNN|Lindsay Corporation Common Stock|N|LNN|N|100.0|N|LNN
LOAR|Loar Holdings Inc. Common Stock|N|LOAR|N|100.0|N|LOAR
LOB|Live Oak Bancshares, Inc. Common Stock|N|LOB|N|100.0|N|LOB
LOCL|Local Bounti Corporation Common Stock|N|LOCL|N|100.0|N|LOCL
LODE|Comstock Inc. Common Stock|A|LODE|N|100.0|N|LODE
LOMA|Loma Negra Compania Industrial Argentina Sociedad Anonima ADS|N|LOMA|N|100.0|N|LOMA
LOW|Lowe's Companies, Inc. Common Stock|N|LOW|N|100.0|N|LOW
LPA|Logistic Properties of the Americas Ordinary Shares|A|LPA|N|100.0|N|LPA
LPG|Dorian LPG Ltd. Common Stock|N|LPG|N|100.0|N|LPG
LPL|LG Display Co, Ltd AMERICAN DEPOSITORY SHARES|N|LPL|N|100.0|N|LPL
LPTV|Loop Media, Inc. Common Stock|A|LPTV|N|100.0|N|LPTV
LPX|Louisiana-Pacific Corporation Common Stock|N|LPX|N|100.0|N|LPX
LRN|Stride, Inc. Common Stock|N|LRN|N|100.0|N|LRN
LSF|Laird Superfood, Inc. Common Stock|A|LSF|N|100.0|N|LSF
LSPD|Lightspeed Commerce Inc. Subordinate Voting Shares|N|LSPD|N|100.0|N|LSPD
LTC|LTC Properties, Inc. Common Stock|N|LTC|N|100.0|N|LTC
LTH|Life Time Group Holdings, Inc. Common Stock|N|LTH|N|100.0|N|LTH
LU|Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares|N|LU|N|100.0|N|LU
LUMN|Lumen Technologies, Inc. Common Stock|N|LUMN|N|100.0|N|LUMN
LUV|Southwest Airlines Company Common Stock|N|LUV|N|100.0|N|LUV
LVS|Las Vegas Sands Corp. Common Stock|N|LVS|N|100.0|N|LVS
LVWR|LiveWire Group, Inc. Common Stock|N|LVWR|N|100.0|N|LVWR
LW|Lamb Weston Holdings, Inc. Common Stock |N|LW|N|100.0|N|LW
LXFR|Luxfer Holdings PLC Ordinary Shares|N|LXFR|N|100.0|N|LXFR
LXP|LXP Industrial Trust Common Stock (Maryland REIT)|N|LXP|N|100.0|N|LXP
LXU|LSB Industries, Inc. Common Stock|N|LXU|N|100.0|N|LXU
LYB|LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)|N|LYB|N|100.0|N|LYB
LYG|Lloyds Banking Group Plc American Depositary Shares|N|LYG|N|100.0|N|LYG
LYV|Live Nation Entertainment, Inc. Common Stock|N|LYV|N|100.0|N|LYV
LZB|La-Z-Boy Incorporated Common Stock|N|LZB|N|100.0|N|LZB
LZM|Lifezone Metals Limited Ordinary Shares|N|LZM|N|100.0|N|LZM
M|Macy's Inc Common Stock|N|M|N|100.0|N|M
MA|Mastercard Incorporated Common Stock|N|MA|N|100.0|N|MA
MAA|Mid-America Apartment Communities, Inc. Common Stock|N|MAA|N|100.0|N|MAA
MAC|Macerich Company (The) Common Stock|N|MAC|N|100.0|N|MAC
MAG|MAG Silver Corporation Ordinary Shares|A|MAG|N|100.0|N|MAG
MAIA|MAIA Biotechnology, Inc. Common Stock|A|MAIA|N|100.0|N|MAIA
MAIN|Main Street Capital Corporation Common Stock|N|MAIN|N|100.0|N|MAIN
MAN|ManpowerGroup Common Stock|N|MAN|N|100.0|N|MAN
MANU|Manchester United Ltd. Class A Ordinary Shares|N|MANU|N|100.0|N|MANU
MAS|Masco Corporation Common Stock|N|MAS|N|100.0|N|MAS
MATV|Mativ Holdings, Inc. Common Stock|N|MATV|N|100.0|N|MATV
MATX|Matson, Inc. Common Stock|N|MATX|N|100.0|N|MATX
MAV|Pioneer Municipal High Income Advantage Fund, Inc.|N|MAV|N|100.0|N|MAV
MAX|MediaAlpha, Inc. Class A Common Stock|N|MAX|N|100.0|N|MAX
MBC|MasterBrand, Inc. Common Stock|N|MBC|N|100.0|N|MBC
MBI|MBIA Inc. Common Stock|N|MBI|N|100.0|N|MBI
MC|Moelis & Company Class A Common Stock|N|MC|N|100.0|N|MC
MCB|Metropolitan Bank Holding Corp. Common Stock|N|MCB|N|100.0|N|MCB
MCD|McDonald's Corporation Common Stock|N|MCD|N|100.0|N|MCD
MCI|Barings Corporate Investors Common Stock|N|MCI|N|100.0|N|MCI
MCK|McKesson Corporation Common Stock|N|MCK|N|100.0|N|MCK
MCN|Madison Covered Call & Equity Strategy Fund Common Stock|N|MCN|N|100.0|N|MCN
MCO|Moody's Corporation Common Stock|N|MCO|N|100.0|N|MCO
MCR|MFS Charter Income Trust Common Stock|N|MCR|N|100.0|N|MCR
MCS|Marcus Corporation (The) Common Stock|N|MCS|N|100.0|N|MCS
MCW|Mister Car Wash, Inc. Common Stock|N|MCW|N|100.0|N|MCW
MCY|Mercury General Corporation Common Stock|N|MCY|N|100.0|N|MCY
MD|Pediatrix Medical Group, Inc. Common Stock|N|MD|N|100.0|N|MD
MDT|Medtronic plc. Ordinary Shares|N|MDT|N|100.0|N|MDT
MDU|MDU Resources Group, Inc. Common Stock (Holding Company)|N|MDU|N|100.0|N|MDU
MDV|Modiv Industrial, Inc. Class C Common Stock|N|MDV|N|100.0|N|MDV
MEC|Mayville Engineering Company, Inc. Common Stock|N|MEC|N|100.0|N|MEC
MED|MEDIFAST INC Common Stock|N|MED|N|100.0|N|MED
MEG|Montrose Environmental Group, Inc. Common Stock|N|MEG|N|100.0|N|MEG
MEGI|MainStay CBRE Global Infrastructure Megatrends Term Fund Common Shares|N|MEGI|N|100.0|N|MEGI
MEI|Methode Electronics, Inc. Common Stock|N|MEI|N|100.0|N|MEI
MET|MetLife, Inc. Common Stock|N|MET|N|100.0|N|MET
MFA|MFA Financial, Inc.|N|MFA|N|100.0|N|MFA
MFAN|MFA Financial, Inc. 8.875% Senior Notes due 2029|N|MFAN|N|100.0|N|MFAN
MFAO|MFA Financial, Inc. 9.000% Senior Notes due 2029|N|MFAO|N|100.0|N|MFAO
MFC|Manulife Financial Corporation Common Stock|N|MFC|N|100.0|N|MFC
MFD|Macquarie First Trust Global Common Stock|N|MFD|N|100.0|N|MFD
MFG|Mizuho Financial Group, Inc. Sponosred ADR (Japan)|N|MFG|N|100.0|N|MFG
MFM|MFS Municipal Income Trust Common Stock|N|MFM|N|100.0|N|MFM
MG|Mistras Group Inc Common Stock|N|MG|N|100.0|N|MG
MGA|Magna International, Inc. Common Stock|N|MGA|N|100.0|N|MGA
MGF|MFS Government Markets Income Trust Common Stock|N|MGF|N|100.0|N|MGF
MGLD|The Marygold Companies, Inc. Common Stock|A|MGLD|N|100.0|N|MGLD
MGM|MGM Resorts International Common Stock|N|MGM|N|100.0|N|MGM
MGR|Affiliated Managers Group, Inc. 5.875% Junior Subordinated Notes due 2059|N|MGR|N|100.0|N|MGR
MGRB|Affiliated Managers Group, Inc. 4.750% Junior Subordinated Notes due 2060|N|MGRB|N|100.0|N|MGRB
MGRD|Affiliated Managers Group, Inc. 4.200% Junior Subordinated Notes due 2061|N|MGRD|N|100.0|N|MGRD
MGRE|Affiliated Managers Group, Inc. 6.750% Junior Subordinated Notes due 2064|N|MGRE|N|100.0|N|MGRE
MGY|Magnolia Oil & Gas Corporation Class A Common Stock|N|MGY|N|100.0|N|MGY
MHD|Blackrock MuniHoldings Fund, Inc. Common Stock|N|MHD|N|100.0|N|MHD
MHF|Western Asset Municipal High Income Fund, Inc. Common Stock|N|MHF|N|100.0|N|MHF
MHH|Mastech Digital, Inc Common Stock|A|MHH|N|100.0|N|MHH
MHI|Pioneer Municipal High Income Fund, Inc.|N|MHI|N|100.0|N|MHI
MHK|Mohawk Industries, Inc. Common Stock|N|MHK|N|100.0|N|MHK
MHLA|Maiden Holdings, Ltd. 6.625% Notes due 2046|N|MHLA|N|100.0|N|MHLA
MHN|Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock|N|MHN|N|100.0|N|MHN
MHNC|Maiden Holdings North America, Ltd. 7.75% Notes due 2043|N|MHNC|N|100.0|N|MHNC
MHO|M/I Homes, Inc. Common Stock|N|MHO|N|100.0|N|MHO
MI|NFT Limited Class A Ordinary Share|A|MI|N|100.0|N|MI
MIN|MFS Intermediate Income Trust Common Stock|N|MIN|N|100.0|N|MIN
MIO|Pioneer Municipal High Income Opportunities Fund, Inc. Common Stock|N|MIO|N|100.0|N|MIO
MIR|Mirion Technologies, Inc. Class A Common Stock|N|MIR|N|100.0|N|MIR
MITN|AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029|N|MITN|N|100.0|N|MITN
MITP|AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029|N|MITP|N|100.0|N|MITP
MITQ|Moving iMage Technologies, Inc. Common Stock|A|MITQ|N|100.0|N|MITQ
MITT|AG Mortgage Investment Trust, Inc. Common Stock|N|MITT|N|100.0|N|MITT
MIY|Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock|N|MIY|N|100.0|N|MIY
MKC|McCormick & Company, Incorporated Common Stock|N|MKC|N|100.0|N|MKC
MKC.V|McCormick & Company, Incorporated Common Stock|N|MKC.V|N|100.0|N|MKC.V
MKFG|Markforged Holding Corporation Common Stock|N|MKFG|N|100.0|N|MKFG
MKL|Markel Group Inc. Common Stock|N|MKL|N|10.0|N|MKL
ML|MoneyLion Inc. Class A Common Stock|N|ML|N|100.0|N|ML
MLI|Mueller Industries, Inc. Common Stock|N|MLI|N|100.0|N|MLI
MLM|Martin Marietta Materials, Inc. Common Stock|N|MLM|N|100.0|N|MLM
MLNK|MeridianLink, Inc. Common Stock|N|MLNK|N|100.0|N|MLNK
MLP|Maui Land & Pineapple Company, Inc. Common Stock|N|MLP|N|100.0|N|MLP
MLPB|ETRACS Alerian MLP Infrastructure Index ETN Series B due April 2, 2040|P|MLPB|N|100.0|N|MLPB
MLR|Miller Industries, Inc. Common Stock|N|MLR|N|100.0|N|MLR
MLSS|Milestone Scientific, Inc. Common Stock|A|MLSS|N|100.0|N|MLSS
MMA|Alta Global Group Limited Ordinary Shares|A|MMA|N|100.0|N|MMA
MMC|Marsh & McLennan Companies, Inc. Common Stock|N|MMC|N|100.0|N|MMC
MMD|MainStay MacKay DefinedTerm Municipal Opportunities Fund|N|MMD|N|100.0|N|MMD
MMI|Marcus & Millichap, Inc. Common Stock|N|MMI|N|100.0|N|MMI
MMM|3M Company Common Stock|N|MMM|N|100.0|N|MMM
MMS|Maximus, Inc. Common Stock|N|MMS|N|100.0|N|MMS
MMT|MFS Multimarket Income Trust Common Stock|N|MMT|N|100.0|N|MMT
MMU|Western Asset Managed Municipals Fund, Inc. Common Stock|N|MMU|N|100.0|N|MMU
MNR|Mach Natural Resources LP Common Units representing Limited Partner Interests|N|MNR|N|100.0|N|MNR
MNSO|MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares|N|MNSO|N|100.0|N|MNSO
MNTN|Everest Consolidator Acquisition Corporation Class A Common Stock|N|MNTN|N|100.0|N|MNTN
MO|Altria Group, Inc.|N|MO|N|100.0|N|MO
MOD|Modine Manufacturing Company Common Stock|N|MOD|N|100.0|N|MOD
MODG|Topgolf Callaway Brands Corp. Common Stock|N|MODG|N|100.0|N|MODG
MODN|Model N, Inc. Common Stock|N|MODN|N|100.0|N|MODN
MOG.A|Moog Inc. Class A Common Stock|N|MOG.A|N|100.0|N|MOG.A
MOG.B|Moog Inc. Class B Common Stock|N|MOG.B|N|100.0|N|MOG.B
MOGU|MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares)|N|MOGU|N|100.0|N|MOGU
MOH|Molina Healthcare Inc Common Stock|N|MOH|N|100.0|N|MOH
MOS|Mosaic Company (The) Common Stock|N|MOS|N|100.0|N|MOS
MOV|Movado Group Inc. Common Stock|N|MOV|N|100.0|N|MOV
MP|MP Materials Corp. Common Stock|N|MP|N|100.0|N|MP
MPA|Blackrock MuniYield Pennsylvania Quality Fund Common Stock|N|MPA|N|100.0|N|MPA
MPC|Marathon Petroleum Corporation Common Stock|N|MPC|N|100.0|N|MPC
MPLN|MultiPlan Corporation Class A Common Stock|N|MPLN|N|100.0|N|MPLN
MPLX|MPLX LP Common Units Representing Limited Partner Interests|N|MPLX|N|100.0|N|MPLX
MPTI|M-tron Industries, Inc. Common Stock|A|MPTI|N|100.0|N|MPTI
MPU|Mega Matrix Corp. Common Stock|A|MPU|N|100.0|N|MPU
MPV|Barings Participation Investors Common Stock|N|MPV|N|100.0|N|MPV
MPW|Medical Properties Trust, Inc. common stock|N|MPW|N|100.0|N|MPW
MPX|Marine Products Corporation Common Stock|N|MPX|N|100.0|N|MPX
MQT|Blackrock MuniYield Quality Fund II, Inc. Common Stock|N|MQT|N|100.0|N|MQT
MQY|Blackrock MuniYield Quality Fund, Inc. Common Stock|N|MQY|N|100.0|N|MQY
MRC|MRC Global Inc. Common Stock|N|MRC|N|100.0|N|MRC
MRDB|MariaDB plc Ordinary Shares|N|MRDB|N|100.0|N|MRDB
MRK|Merck & Company, Inc. Common Stock (new)|N|MRK|N|100.0|N|MRK
MRO|Marathon Oil Corporation Common Stock|N|MRO|N|100.0|N|MRO
MRT|Marti Technologies, Inc. Class A Ordinary Shares|A|MRT|N|100.0|N|MRT
MS|Morgan Stanley Common Stock|N|MS|N|100.0|N|MS
MSA|MSA Safety Incorporated Common Stock|N|MSA|N|100.0|N|MSA
MSB|Mesabi Trust Common Stock|N|MSB|N|100.0|N|MSB
MSC|Studio City International Holdings Limited American depositary shares, each representing four  Class A ordinary shares|N|MSC|N|100.0|N|MSC
MSCI|MSCI Inc. Common Stock|N|MSCI|N|100.0|N|MSCI
MSD|Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock|N|MSD|N|100.0|N|MSD
MSDL|Morgan Stanley Direct Lending Fund Common Stock|N|MSDL|N|100.0|N|MSDL
MSGE|Madison Square Garden Entertainment Corp. Class A Common Stock|N|MSGE|N|100.0|N|MSGE
MSGS|Madison Square Garden Sports Corp. Class A Common Stock (New)|N|MSGS|N|100.0|N|MSGS
MSI|Motorola Solutions, Inc. Common Stock|N|MSI|N|100.0|N|MSI
MSM|MSC Industrial Direct Company, Inc. Common Stock|N|MSM|N|100.0|N|MSM
MSN|Emerson Radio Corporation Common Stock|A|MSN|N|100.0|N|MSN
MT|Arcelor Mittal NY Registry Shares NEW|N|MT|N|100.0|N|MT
MTA|Metalla Royalty & Streaming Ltd. Common Shares|A|MTA|N|100.0|N|MTA
MTAL|Metals Acquisition Limited Ordinary Shares|N|MTAL|N|100.0|N|MTAL
MTB|M&T Bank Corporation Common Stock|N|MTB|N|100.0|N|MTB
MTD|Mettler-Toledo International, Inc. Common Stock|N|MTD|N|100.0|N|MTD
MTDR|Matador Resources Company Common Stock|N|MTDR|N|100.0|N|MTDR
MTG|MGIC Investment Corporation Common Stock|N|MTG|N|100.0|N|MTG
MTH|Meritage Homes Corporation Common Stock|N|MTH|N|100.0|N|MTH
MTN|Vail Resorts, Inc. Common Stock|N|MTN|N|100.0|N|MTN
MTNB|Matinas Biopharma Holdings, Inc. Common Stock|A|MTNB|N|100.0|N|MTNB
MTR|Mesa Royalty Trust Common Stock|N|MTR|N|100.0|N|MTR
MTRN|Materion Corporation|N|MTRN|N|100.0|N|MTRN
MTUS|Metallus Inc. Common Shares|N|MTUS|N|100.0|N|MTUS
MTW|Manitowoc Company, Inc. (The) Common Stock|N|MTW|N|100.0|N|MTW
MTX|Minerals Technologies Inc. Common Stock|N|MTX|N|100.0|N|MTX
MTZ|MasTec, Inc. Common Stock|N|MTZ|N|100.0|N|MTZ
MUA|Blackrock MuniAssets Fund, Inc Common Stock|N|MUA|N|100.0|N|MUA
MUC|Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock|N|MUC|N|100.0|N|MUC
MUE|Blackrock MuniHoldings Quality Fund II, Inc. Common Stock|N|MUE|N|100.0|N|MUE
MUFG|Mitsubishi UFJ Financial Group, Inc. Common Stock|N|MUFG|N|100.0|N|MUFG
MUI|BlackRock Municipal Income Fund, Inc. Common Stock|N|MUI|N|100.0|N|MUI
MUJ|Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock|N|MUJ|N|100.0|N|MUJ
